Score;Time;Distance
-0.1691506;4.588808;0.6610236
2.611692;3.300316;0.5251172
2.667159;2.940789;0.967509
-1.34488;5.300392;0.4960644
1.468664;3.700536;0.7535084
2.001842;3.718026;0.3747371
2.267365;3.442192;0.5655006
1.445326;3.85936;0.557303
3.544909;2.95893;0.3581541
3.941676;2.641148;0.5173513
