Score;Time;Distance
-86.85149;46.84316;2.110108
-152.5148;80.3216;1.24773
-99.89574;53.88013;1.42365
3.010012;2.616323;1.171561
-1.602875;5.30468;0.6623426
-2.500234;5.180458;1.426212
2.134307;3.296407;0.8485855
-10.35143;9.461691;0.9520309
5.86702;0.8200751;1.661887
-7.059259;8.220435;0.4122592
