Score;Time;Distance
-55.17651;31.85542;0.9771169
-0.7373007;4.74188;0.8356932
-1.203725;5.182762;0.5588013
1.076252;3.877039;0.7797797
1.901467;3.121452;1.237086
-23.58876;16.06007;0.9790884
1.537343;3.781961;0.5991563
-0.7730531;4.659972;0.9687391
3.581314;2.739528;0.6264203
2.015938;3.559779;0.5763357
