Score;Time;Distance
1.006273;4.203442;0.3912292
4.166933;2.099917;1.088822
2.405187;2.982207;1.086933
3.905584;2.378162;0.8920613
7.346423;0.9222531;0.5393807
3.878159;2.838786;0.2961797
2.086107;3.741397;0.2873994
2.319901;3.439267;0.5343764
1.874369;3.400423;0.8831895
3.508907;2.579273;0.8883641
